Date,Region,Channel,Product category,Traffic source,Net Sales,Sq Footage,Total Transactions,Units Sold,Total Visitors,Number of Sales,Store Entrances,Website Sessions,Total Gross Profit,Avg Inventory Cost,COGS,Avg Inventory Value,Beginning Inventory,Recorded Value,Actual Value,Retail Sales,Start Customers,End Customers,New Customers,Customers Lost,Sales Marketing Expenses,Avg Purchase Value,Avg Purchase Frequency,Avg Customer Lifespan Years,Revenue From Ads,Cost Of Ads,Total Revenue,Total Expenses,Cash,Marketable Securities,Accounts Receivable,Current Liabilities,Current Assets
2025-10-20,Central,Web,Beauty,Email,56868.55,5276,1117,3329,18977,1117,0,18977,24128.18,40887.72,32740.37,36236.74,8287,58449.27,56992.49,56868.55,3669,3660,164,173,7780.28,50.91,1.52,3.1,14094.84,6026.29,56868.55,40043.23,46758.04,7683.93,21465.43,58949.43,86778.42
2025-10-27,Central,Web,Home,Organic Search,97436.42,5454,648,1462,17266,648,0,17266,44576.24,73612.33,52860.18,81279.71,3081,98423.06,93403.8,97436.42,8368,8369,211,210,2074.38,150.36,3.63,2.08,19030.89,3902.89,97436.42,70648.05,52318.76,5492.55,13366.89,62576.93,95562.11
2025-10-27,Central,Mobile,Apparel,Paid Search,104817.8,4287,159,432,4322,159,0,4322,55891.06,52159.52,48926.74,43984.53,707,106617.12,101872.11,104817.8,5770,5853,315,232,2946.36,659.23,3.21,2.31,12770.32,3006.19,104817.8,66753.0,33924.71,15637.11,6490.01,32142.85,69247.19
2025-11-03,Central,In-Store,Electronics,Organic Search,92322.55,3652,648,868,9352,648,9204,1890,35936.96,82917.32,56385.59,47943.97,1131,94224.91,92791.61,92322.55,5431,5402,36,65,1926.81,142.47,5.19,2.23,8752.07,3943.73,92322.55,81462.65,31382.77,14206.86,3408.41,36885.0,63381.23
2025-11-03,Central,Mobile,Home,Organic Search,126661.75,3826,767,1686,10792,767,0,10792,49145.83,55917.77,77515.92,110293.12,3229,127538.39,122238.93,126661.75,8734,8748,371,357,1722.48,165.14,3.33,3.78,12217.19,2490.25,126661.75,85979.29,6932.46,2149.7,18538.07,39052.49,60708.17
2025-11-10,Central,Web,Electronics,Direct,127263.11,4277,835,2057,26567,835,0,26567,47649.92,100334.13,79613.19,127181.92,4465,128806.17,125980.47,127263.11,3862,3686,118,294,4549.7,152.41,4.82,2.46,13119.43,5354.23,127263.11,90220.49,35640.38,16030.55,23239.79,20685.56,113065.3
2025-11-10,Central,In-Store,Home,Paid Search,80413.38,5055,1499,2767,35214,1499,14903,4682,43223.61,70670.43,37189.77,40676.06,4869,81419.5,77941.4,80413.38,2089,2057,97,129,9209.83,53.64,5.23,3.75,35421.29,7837.71,80413.38,75267.5,15871.81,17041.61,23252.72,30484.66,68368.96
2025-11-17,Central,In-Store,Sports,Email,75078.52,2115,1196,2926,56856,1196,27408,15104,32218.1,63484.83,42860.42,39866.2,4634,75736.72,70273.56,75078.52,3012,3239,475,248,1714.63,62.77,6.53,2.82,24060.89,5824.69,75078.52,45081.25,33247.69,1868.91,3216.72,48792.98,50293.18
2025-11-17,Central,In-Store,Apparel,Paid Search,57583.07,2489,617,747,12545,617,12541,3796,26233.24,28970.49,31349.83,46064.71,1304,58193.51,57782.7,57583.07,7787,7870,117,34,9537.85,93.33,4.71,4.8,14606.4,4727.91,57583.07,43435.03,8028.55,10726.8,7157.92,38227.57,39732.68
2025-11-24,Central,Mobile,Electronics,Paid Search,163176.48,3873,2139,5362,69966,2139,0,69966,48152.98,93201.82,115023.5,134851.27,11780,166845.9,165161.69,163176.48,4259,4392,255,122,13209.08,76.29,1.97,3.24,21995.75,5350.57,163176.48,104394.9,52094.68,7514.53,2470.5,32659.65,102535.09
2025-11-24,Central,Web,Home,Organic Search,54098.96,4722,514,1263,25135,514,0,25135,28497.35,33414.15,25601.61,24764.57,2284,54657.84,52886.42,54098.96,8302,8407,472,367,11362.76,105.25,6.98,1.15,13313.51,2464.14,54098.96,32569.29,21461.19,8479.57,13347.89,33393.12,50718.02
2025-12-01,Central,Web,Home,Paid Search,155168.8,3155,1843,2346,63003,1843,0,63003,68776.29,109889.47,86392.51,133620.61,4098,157652.43,154150.63,155168.8,5896,6041,305,160,3567.8,84.19,6.02,2.93,3038.1,1271.74,155168.8,128799.17,48460.14,942.79,15568.23,61401.93,105057.34
2025-12-01,Central,Web,Apparel,Direct,148107.22,3596,690,1692,9168,690,0,9168,66949.68,109543.01,81157.54,72594.07,2758,152286.76,146243.2,148107.22,8885,8982,110,13,3945.37,214.65,2.88,2.3,13756.68,6352.35,148107.22,123449.78,45816.3,10918.47,15095.63,33468.64,93608.62
2025-12-08,Central,Mobile,Sports,Social,39417.06,3212,1611,4359,41265,1611,0,41265,21372.1,30284.87,18044.96,16013.54,10338,39524.11,39406.48,39417.06,7743,7828,285,200,12309.19,24.47,7.1,4.85,10007.07,2377.14,39417.06,36026.16,38532.84,13366.24,18718.61,44980.17,75421.75
2025-12-08,Central,Mobile,Home,Paid Search,102093.31,2351,391,529,12944,391,0,12944,28455.28,67645.72,73638.03,71414.94,1230,103231.37,96067.77,102093.31,6822,7105,376,93,10306.12,261.11,2.53,2.81,10226.48,6000.63,102093.31,74768.4,12647.41,1537.99,24841.65,52177.57,60451.53
2025-12-15,Central,Mobile,Home,Email,94163.3,1541,1876,3999,35486,1876,0,35486,33329.79,43915.43,60833.51,81073.86,9535,94574.33,89457.03,94163.3,8775,8863,342,254,11253.96,50.19,2.48,2.3,7160.62,2228.41,94163.3,73988.24,5495.23,15538.68,4707.37,55216.95,50063.44
2025-12-15,Central,In-Store,Beauty,Direct,88702.85,3424,1567,3016,27555,1567,13639,6718,25998.83,46815.21,62704.02,89031.7,6310,89032.75,86742.6,88702.85,6172,5879,24,317,10771.08,56.61,4.03,3.04,10342.83,2048.82,88702.85,72633.56,32776.29,6711.45,2058.78,19907.9,68256.03
2025-12-22,Central,In-Store,Apparel,Email,27994.19,2460,2163,3347,42217,2163,20718,13918,8930.0,15572.63,19064.19,25361.04,4746,28133.57,27664.26,27994.19,5247,5287,430,390,4056.27,12.94,4.61,2.39,5171.66,1113.74,27994.19,16928.91,15901.25,480.1,9135.2,56129.79,33124.86
2025-12-22,Central,Mobile,Beauty,Organic Search,37106.13,4247,2008,2639,30821,2008,0,30821,17044.88,23970.62,20061.25,31329.85,3239,37942.81,36700.09,37106.13,6566,6583,68,51,7465.94,18.48,7.48,4.64,7687.11,2323.38,37106.13,26663.36,39199.37,16838.88,19651.63,65549.35,85088.84
2025-12-29,Central,In-Store,Apparel,Email,156558.06,1702,992,2844,25180,992,20525,2631,59131.39,105861.82,97426.67,114922.86,3470,161159.26,149949.88,156558.06,5189,5381,356,164,9896.95,157.82,6.24,2.9,8146.96,3924.53,156558.06,113272.74,45202.81,15041.52,5195.87,54562.63,99917.06
2025-12-29,Central,Mobile,Home,Email,140238.98,5060,213,602,4193,213,0,4193,75883.54,120823.52,64355.44,77480.23,1036,141572.34,132560.93,140238.98,3063,3466,425,22,11630.95,658.4,7.41,2.95,8661.7,1844.47,140238.98,88600.86,28738.26,10922.61,16114.39,50077.84,79019.33
2026-01-05,Central,Mobile,Electronics,Social,142623.39,1681,1479,2682,25572,1479,0,25572,51875.71,82053.67,90747.68,91343.3,5803,144766.06,136043.02,142623.39,6149,6414,405,140,13986.14,96.43,7.63,4.88,27775.95,7937.51,142623.39,90041.95,19680.46,546.05,8671.56,57556.34,56301.06
2026-01-05,Central,In-Store,Apparel,Organic Search,86899.97,4612,1731,4933,26874,1731,16236,3291,25298.6,44465.56,61601.37,90989.9,10584,89444.59,86135.17,86899.97,7472,7674,219,17,14800.1,50.2,5.87,4.32,11114.02,3246.75,86899.97,62946.01,13703.08,6042.46,17406.37,58634.64,64448.88
2026-01-12,Central,In-Store,Beauty,Social,47060.24,4734,571,1775,18267,571,12519,6866,16389.73,33174.49,30670.51,34496.91,3998,47303.65,43681.57,47060.24,2267,2481,414,200,2487.0,82.42,4.54,1.59,18920.91,4542.29,47060.24,40479.0,13731.63,3578.44,10499.52,51482.59,38158.66
2026-01-12,Central,In-Store,Electronics,Organic Search,161923.51,5081,1155,2255,38721,1155,21879,13925,61781.09,66025.57,100142.42,105053.19,2857,162410.07,161197.48,161923.51,8007,7969,106,144,3534.38,140.19,7.85,2.53,9207.46,2098.43,161923.51,118940.45,13738.17,12616.09,21678.66,52286.53,79548.88
2026-01-19,Central,Web,Beauty,Social,137936.21,1634,796,1257,10198,796,0,10198,51092.65,100298.45,86843.56,128859.68,1699,138361.62,134168.74,137936.21,2967,3207,259,19,2536.0,173.29,5.71,2.68,27895.59,6927.7,137936.21,96192.6,59900.71,12306.68,10387.69,51191.2,121252.98
2026-01-19,Central,In-Store,Beauty,Social,85188.33,4921,1430,4081,24418,1430,13065,8985,45095.37,39256.71,40092.96,61130.81,9324,86579.45,83222.55,85188.33,4436,4591,316,161,1663.58,59.57,7.5,1.48,9549.26,3064.92,85188.33,68510.75,31065.43,15139.61,4244.4,65530.58,68788.68
2026-01-26,Central,Mobile,Sports,Email,178499.56,2096,1012,1529,15776,1012,0,15776,53382.05,136729.89,125117.51,181607.75,2233,181067.16,180878.72,178499.56,7568,7627,335,276,10190.78,176.38,7.59,4.39,22495.34,4377.92,178499.56,150452.65,57106.55,8364.41,21256.55,19551.31,141209.84
2026-01-26,Central,In-Store,Apparel,Direct,104585.02,5698,1385,2615,24852,1385,18509,2856,56548.93,67725.22,48036.09,67322.55,4247,105877.5,105400.37,104585.02,5483,5405,188,266,6772.72,75.51,6.38,2.04,8681.33,2395.95,104585.02,78800.26,51028.99,217.2,22522.85,43516.79,93965.8
2026-02-02,Central,In-Store,Sports,Email,67080.68,1743,1785,3833,28793,1785,17871,6956,25504.94,35764.88,41575.74,63399.77,7203,67986.02,67602.38,67080.68,3964,4051,318,231,10314.43,37.58,3.38,2.73,11354.25,4469.95,67080.68,52317.24,22663.27,10859.43,15255.65,31667.49,67798.28
2026-02-02,Central,In-Store,Electronics,Paid Search,142126.91,3625,982,1743,18526,982,8697,5224,58428.49,77574.76,83698.42,129956.35,3656,143749.55,139704.67,142126.91,7587,7520,126,193,11219.07,144.73,7.46,1.46,32419.49,6231.83,142126.91,99324.84,54893.22,11512.28,8791.59,61012.32,114183.99
2026-02-09,Central,Mobile,Sports,Email,44000.75,5378,90,247,1134,90,0,1134,12205.87,35274.39,31794.88,29162.05,349,45155.26,42710.87,44000.75,2427,2246,90,271,12397.66,488.9,4.27,2.89,12572.2,2769.19,44000.75,30108.42,26628.57,15478.39,18243.63,30009.48,69099.21
2026-02-09,Central,Mobile,Electronics,Email,161844.16,2835,2053,6559,29155,2053,0,29155,46371.62,73707.71,115472.54,181380.09,8239,164743.1,152798.79,161844.16,8927,9310,497,114,3944.85,78.83,7.25,1.95,24099.67,4874.74,161844.16,117509.73,35362.97,709.22,12759.6,17203.85,103245.82
2026-02-16,Central,Web,Beauty,Email,50689.46,5408,810,1041,12537,810,0,12537,16439.71,42606.68,34249.75,51147.04,1909,51491.49,49198.41,50689.46,7267,7242,117,142,5317.82,62.58,4.39,4.49,14764.34,3026.99,50689.46,41674.73,51131.61,2192.73,12914.58,65069.77,81583.03
2026-02-16,Central,In-Store,Electronics,Direct,105405.18,5255,1734,2168,25988,1734,22141,7008,38378.95,45847.83,67026.23,103790.55,4334,107367.77,100410.25,105405.18,7994,7945,192,241,8625.68,60.79,1.8,3.19,15182.73,3012.41,105405.18,78869.01,5821.29,1096.93,18179.45,55756.69,56234.84
2026-02-23,Central,In-Store,Home,Email,159808.8,2270,1784,5287,25727,1784,13924,9378,49279.67,89377.42,110529.13,111196.66,7499,162218.09,162137.94,159808.8,7851,8078,392,165,12581.18,89.58,5.82,2.1,21626.29,4171.04,159808.8,102863.25,55446.45,4767.86,8774.49,8956.29,102347.8
2026-02-23,Central,In-Store,Apparel,Organic Search,60991.13,5331,458,738,6159,458,3261,2213,21623.11,48695.46,39368.02,60891.31,1257,62743.14,60463.59,60991.13,7889,7691,147,345,3720.52,133.17,7.88,2.18,5894.53,2713.84,60991.13,46861.61,14984.89,4551.78,24213.03,28508.75,62017.09
2026-03-02,Central,Web,Beauty,Social,163966.5,3754,882,2456,11757,882,0,11757,74149.13,76524.19,89817.37,91603.89,4518,168196.58,158908.71,163966.5,2161,2079,170,252,10389.53,185.9,5.09,2.14,11318.68,2663.62,163966.5,122532.44,36023.86,9582.99,19702.75,62800.57,92790.77
2026-03-02,Central,In-Store,Electronics,Email,160988.06,5861,1640,3759,42598,1640,31008,4323,48800.79,65585.97,112187.27,144715.05,6572,162872.26,152466.15,160988.06,7800,7928,392,264,13633.24,98.16,3.93,4.56,9638.97,3035.25,160988.06,135271.08,39649.06,5283.47,20963.37,22368.04,109310.41
2026-03-09,Central,Mobile,Apparel,Paid Search,123671.81,5747,284,376,10085,284,0,10085,52970.7,54660.18,70701.11,84293.45,458,125641.29,117543.09,123671.81,2802,3107,446,141,11872.32,435.46,2.97,1.94,26825.52,6342.7,123671.81,78080.35,16800.05,12176.58,21330.13,69411.4,75594.79
2026-03-09,Central,Web,Beauty,Organic Search,86585.96,4259,1413,3043,43296,1413,0,43296,40184.27,48338.87,46401.69,72135.86,6049,87235.8,83976.55,86585.96,6542,6547,374,369,12860.43,61.28,3.98,1.87,18644.11,3471.24,86585.96,74827.91,22552.75,18072.15,6117.9,49188.89,68383.56
2026-03-16,Central,Web,Beauty,Social,71455.11,5849,522,913,7376,522,0,7376,20000.68,46788.35,51454.43,46740.99,2273,72217.3,70310.24,71455.11,6463,6571,464,356,7290.14,136.89,1.98,2.74,18367.94,3460.25,71455.11,57804.77,45427.21,5063.59,19199.73,66324.42,83712.83
2026-03-16,Central,In-Store,Beauty,Email,161126.74,5109,1209,3168,18434,1209,11962,2834,74422.33,139168.62,86704.41,120852.02,6261,161243.37,157575.92,161126.74,4641,4841,389,189,8569.75,133.27,6.38,4.83,5144.29,1113.19,161126.74,111959.75,41187.23,18193.25,4848.42,20650.59,100484.51
2026-03-23,Central,Mobile,Home,Paid Search,96802.73,4756,845,1280,10734,845,0,10734,37706.61,41263.33,59096.12,80865.21,2782,99143.53,91417.37,96802.73,3534,3709,380,205,12320.87,114.56,2.14,2.54,12692.6,3638.98,96802.73,91800.35,27762.13,7161.84,16752.15,13395.34,75935.68
2026-03-23,Central,Web,Sports,Email,103352.94,4048,1716,5043,33620,1716,0,33620,28380.95,64989.64,74971.99,97484.2,6150,104180.13,96556.07,103352.94,4212,4271,399,340,11219.36,60.23,5.7,2.66,23276.21,5797.94,103352.94,85013.79,8003.91,1766.51,10900.85,20127.08,49916.53
2026-03-30,Central,In-Store,Apparel,Social,151890.94,3654,1755,2380,30495,1755,20374,7227,64816.4,76832.36,87074.54,129172.67,3428,153726.72,149075.95,151890.94,5278,5504,372,146,9668.71,86.55,2.61,3.09,11337.64,4919.56,151890.94,119211.6,40756.17,11547.99,13705.82,14405.74,104761.78
2026-03-30,Central,Mobile,Electronics,Email,169707.96,2458,741,1782,12648,741,0,12648,87189.57,73737.14,82518.39,68207.39,2286,172304.68,169925.6,169707.96,7319,7280,77,116,7698.46,229.03,7.08,2.94,954.36,544.28,169707.96,112374.63,17792.66,14632.62,22932.42,54806.09,75819.92
2026-04-06,Central,In-Store,Sports,Organic Search,8503.96,3289,1527,3477,49349,1527,45873,10806,3470.2,6638.91,5033.76,4876.41,4460,8609.33,8283.11,8503.96,5225,5207,146,164,3780.66,5.57,6.44,3.49,30321.39,6942.77,8503.96,7298.63,9939.41,2742.82,10471.49,59369.84,24616.64
2026-04-06,Central,In-Store,Electronics,Direct,125757.45,2671,783,1516,10893,783,9492,3736,65090.82,79786.37,60666.63,81494.62,2836,127604.37,120139.95,125757.45,7520,7281,58,297,4960.5,160.61,2.85,2.33,20590.63,6551.1,125757.45,110340.5,40271.31,16049.14,16813.37,33887.17,97582.21
2026-04-13,Central,In-Store,Apparel,Email,131759.18,5587,234,698,9070,234,5565,1393,33958.1,65956.46,97801.08,118552.17,1649,134827.17,129409.98,131759.18,7113,7598,496,11,8507.5,563.07,2.16,4.5,6352.98,2985.22,131759.18,118530.8,13705.91,11146.75,3872.7,54757.67,64291.01
2026-04-13,Central,In-Store,Apparel,Social,159528.0,4371,887,1387,18031,887,11523,6254,51367.24,138023.32,108160.76,151404.91,3445,163015.64,154493.59,159528.0,7923,8174,336,85,13721.23,179.85,6.39,4.82,21809.74,4967.86,159528.0,128616.74,31375.11,4024.56,2855.22,23179.46,83676.36
2026-04-20,Central,Web,Home,Social,23553.39,3210,953,1743,16999,953,0,16999,7515.6,12158.87,16037.79,23714.46,2479,23588.3,23267.62,23553.39,5718,5983,352,87,5323.45,24.71,5.58,2.04,20582.88,6187.56,23553.39,21564.02,19522.64,9406.05,7227.78,15313.19,43270.81
2026-04-20,Central,In-Store,Home,Paid Search,73470.12,5852,808,2077,12171,808,5418,1347,22839.84,61860.29,50630.28,46538.58,4173,73810.23,70754.61,73470.12,2024,2016,234,242,7616.14,90.93,2.58,2.16,7714.12,4264.43,73470.12,68446.28,52392.06,16657.92,9647.22,12634.9,92658.77
2026-04-27,Central,Mobile,Sports,Email,141799.23,5758,1432,1839,31248,1432,0,31248,69452.98,109471.84,72346.25,69344.65,2260,145206.67,139741.44,141799.23,6156,6205,228,179,9129.86,99.02,4.03,2.01,3050.92,802.61,141799.23,132498.49,55709.56,11090.04,11524.28,50844.76,99127.27
2026-04-27,Central,In-Store,Apparel,Organic Search,40172.27,3041,1396,3752,41469,1396,26407,14547,13619.04,24350.06,26553.23,34850.48,5566,40474.71,38353.05,40172.27,3972,4250,291,13,10340.37,28.78,7.79,2.01,10828.19,6157.23,40172.27,24986.11,23932.28,14658.28,16256.44,58697.62,65302.14
2026-05-04,Central,Mobile,Apparel,Direct,172907.53,3090,733,1976,20577,733,0,20577,49766.86,120435.87,123140.67,139601.42,3971,173152.89,162679.75,172907.53,7873,7924,205,154,2132.11,235.89,3.35,1.17,17088.52,4065.48,172907.53,123623.68,47011.2,7156.99,2878.99,61656.45,98927.61
2026-05-04,Central,Web,Electronics,Email,24093.84,3007,560,1760,21803,560,0,21803,9972.22,21330.11,14121.62,13364.43,3313,24660.33,23846.0,24093.84,4124,4154,199,169,13384.76,43.02,4.54,3.58,15437.83,2900.73,24093.84,22157.73,16511.28,1867.51,9375.8,51547.68,31763.92
2026-05-11,Central,In-Store,Beauty,Paid Search,104055.16,4405,2087,2331,101944,2087,67256,12913,37996.55,74466.22,66058.61,105382.68,5813,105540.45,101422.05,104055.16,2005,2040,212,177,5810.84,49.86,2.1,4.77,39216.96,7955.0,104055.16,74137.48,9725.83,7120.09,10936.08,48550.82,59396.8
2026-05-11,Central,In-Store,Apparel,Organic Search,108887.89,4911,1721,4109,67218,1721,48495,11076,57746.32,97552.94,51141.57,48714.05,7054,110812.28,108669.8,108887.89,5189,5411,429,207,5388.85,63.27,6.45,4.34,3863.52,2282.41,108887.89,78556.59,23522.47,16373.45,15038.29,48639.81,69548.43
2026-05-18,Central,Mobile,Electronics,Email,81624.71,5478,1505,2705,37470,1505,0,37470,22023.43,50235.46,59601.28,64892.73,5312,82186.43,77377.56,81624.71,2464,2474,324,314,14562.32,54.24,2.99,1.41,23475.93,4823.53,81624.71,52001.38,40573.5,7260.59,17789.54,10896.85,85091.45
2026-05-18,Central,Mobile,Home,Social,75971.07,5602,1502,3379,23104,1502,0,23104,27250.39,34618.67,48720.68,48297.94,5698,77809.33,76122.32,75971.07,8632,8680,364,316,10174.41,50.58,4.99,1.37,4872.43,2939.07,75971.07,47194.36,46219.24,11927.49,20232.93,24666.76,92869.04
2026-05-25,Central,In-Store,Home,Paid Search,130570.82,4461,1395,2133,29207,1395,20797,3947,60953.43,71256.49,69617.39,69451.82,4218,133052.1,125998.98,130570.82,7304,7474,434,264,6562.48,93.6,4.05,3.87,25001.12,7493.63,130570.82,93944.37,19009.91,1441.0,4861.87,31346.85,46148.33
2026-05-25,Central,In-Store,Beauty,Social,148353.23,3925,1802,3767,87428,1802,65401,20112,56921.93,100273.36,91431.3,108177.79,7570,151640.37,151494.11,148353.23,6059,6288,483,254,14710.95,82.33,2.33,1.83,18316.06,4791.26,148353.23,115618.11,53437.06,15116.03,12581.67,26552.32,113588.1
2026-06-01,Central,Mobile,Apparel,Organic Search,153044.8,3613,2074,3853,32838,2074,0,32838,48518.98,101907.13,104525.82,117792.16,7357,153181.34,141520.2,153044.8,5755,5759,174,170,2801.42,73.79,3.67,2.17,35647.65,6617.92,153044.8,131503.19,46125.18,16192.7,2427.49,10391.92,100083.02
2026-06-01,Central,Web,Home,Social,177549.05,2961,651,1750,9297,651,0,9297,85585.15,154509.76,91963.9,89799.14,4304,181412.15,173714.8,177549.05,3706,3637,195,264,3090.43,272.73,3.87,4.56,43248.25,7926.69,177549.05,116117.92,18704.24,537.28,19949.86,36385.76,66131.12
2026-06-08,Central,In-Store,Sports,Direct,146664.5,3785,1084,1707,50812,1084,35062,10083,59054.54,95249.38,87609.96,120851.06,2946,150853.68,142410.01,146664.5,4110,4099,74,85,8992.69,135.3,6.99,1.88,25755.65,7671.33,146664.5,95865.84,10422.85,10844.19,10348.84,54036.46,67871.2
2026-06-08,Central,Web,Sports,Organic Search,57466.53,3147,703,999,12983,703,0,12983,24513.62,48406.19,32952.91,47541.23,2042,58396.59,56764.44,57466.53,8701,8353,24,372,6951.05,81.74,6.87,4.66,17660.31,3341.37,57466.53,49839.38,59901.81,795.39,15643.89,20004.56,90603.46
2026-06-15,Central,Mobile,Sports,Organic Search,19295.89,1723,297,651,6275,297,0,6275,7940.59,10653.43,11355.3,11684.92,992,19418.88,18151.19,19295.89,8571,8676,479,374,10521.21,64.97,2.49,4.68,13972.28,6338.55,19295.89,12355.51,34510.61,12173.83,2407.53,38513.07,52597.45
2026-06-15,Central,Mobile,Home,Paid Search,27941.1,3493,231,372,7608,231,0,7608,13757.79,24435.4,14183.31,20289.36,874,28073.07,27080.52,27941.1,4817,4747,110,180,4814.27,120.96,2.72,1.84,22052.42,5252.24,27941.1,25509.1,26709.14,18011.55,7270.9,68222.89,58078.4
2026-06-22,Central,Mobile,Sports,Social,124901.44,5311,247,731,5345,247,0,5345,54455.73,85437.94,70445.71,75717.38,1659,127565.86,118032.77,124901.44,7516,7654,212,74,4699.48,505.67,6.67,4.42,2935.9,990.71,124901.44,96684.07,50512.07,6108.0,24227.46,61545.7,103562.74
2026-06-22,Central,In-Store,Electronics,Organic Search,99571.57,2482,167,370,3241,167,2918,1214,49487.44,86882.13,50084.13,72477.75,586,101407.29,98716.37,99571.57,6884,6613,118,389,3496.14,596.24,4.76,4.45,9401.74,6048.91,99571.57,87270.07,37377.57,18103.45,15041.93,51934.45,92266.28
2026-06-29,Central,Web,Sports,Email,90735.31,1511,847,1124,22068,847,0,22068,43484.78,47689.01,47250.53,68214.39,2205,92447.07,90005.26,90735.31,6928,6939,309,298,6317.98,107.13,3.97,3.5,20087.22,7176.93,90735.31,81682.54,24628.44,15178.53,14247.18,38575.33,74518.47
2026-06-29,Central,Web,Sports,Email,145600.36,4916,1020,2551,28034,1020,0,28034,73532.3,129221.55,72068.06,70791.48,5235,149395.41,143951.0,145600.36,6460,6422,34,72,6833.07,142.75,6.32,2.07,6480.52,3656.21,145600.36,94251.04,50791.84,18368.63,13361.07,38617.76,103758.98
2026-07-06,Central,Mobile,Sports,Social,140154.2,4977,1877,4727,38781,1877,0,38781,68170.12,63389.37,71984.08,75295.1,6845,144146.24,137832.31,140154.2,5532,5568,145,109,4585.24,74.67,7.52,1.31,10191.64,4551.9,140154.2,113869.75,21242.03,5885.08,14557.55,45356.65,64273.19
2026-07-06,Central,Mobile,Apparel,Social,48546.87,3958,879,2472,12050,879,0,12050,15586.39,27814.46,32960.48,34242.08,6051,49250.18,46958.28,48546.87,3399,3269,204,334,13709.06,55.23,3.53,4.19,7427.72,3927.38,48546.87,33878.73,42740.35,7454.45,21585.52,66867.81,82052.94
2026-07-13,Central,Web,Beauty,Paid Search,20207.02,2357,803,2155,10391,803,0,10391,10318.6,10257.03,9888.42,9017.26,4724,20800.1,19567.66,20207.02,7041,6869,186,358,12545.93,25.16,3.38,3.64,25545.74,6664.38,20207.02,15725.7,16589.73,19489.46,2057.65,21757.11,40842.02
2026-07-13,Central,Mobile,Sports,Email,113933.72,4336,1674,3566,32078,1674,0,32078,37939.67,72129.65,75994.05,117410.81,6998,114320.41,108512.89,113933.72,2812,2697,240,355,1790.0,68.06,6.72,2.45,8084.13,4871.41,113933.72,71070.62,34921.72,2873.83,23239.5,62781.2,96258.29
2026-07-20,Central,Mobile,Apparel,Email,29344.83,1637,1782,4415,24917,1782,0,24917,16080.2,17372.57,13264.63,16414.52,7787,29898.97,27780.47,29344.83,7580,7254,62,388,12711.09,16.47,4.06,1.92,21295.34,6559.17,29344.83,17798.93,17452.95,1643.41,18140.39,31854.13,42161.11
2026-07-20,Central,Web,Home,Social,127123.22,5154,1888,5879,46498,1888,0,46498,49825.44,60062.87,77297.78,114449.15,13643,130025.96,125077.33,127123.22,8831,8853,93,71,8680.31,67.33,7.86,1.28,26234.6,6897.06,127123.22,116980.14,46429.15,1844.01,7694.36,41160.37,90302.26
2026-07-27,Central,Mobile,Electronics,Direct,176111.81,2289,974,2414,15350,974,0,15350,83740.21,100325.94,92371.6,145444.32,3859,178221.04,166671.11,176111.81,7611,7385,77,303,5392.43,180.81,2.62,2.42,10348.89,3706.68,176111.81,116804.29,40563.13,9934.47,22524.98,64719.78,116655.88
2026-07-27,Central,In-Store,Home,Social,140645.07,3007,656,806,8283,656,8013,1896,76591.07,74247.58,64054.0,99885.99,1026,141610.14,137217.42,140645.07,5873,5994,493,372,8319.66,214.4,6.37,4.01,24153.21,6862.33,140645.07,92399.35,15303.41,5654.13,9901.47,35799.99,60824.81
2026-08-03,Central,Mobile,Apparel,Email,15174.26,3174,248,506,6762,248,0,6762,8028.34,6369.42,7145.92,10255.22,899,15245.47,15156.32,15174.26,7323,6982,33,374,8841.82,61.19,6.92,4.73,21553.33,4761.37,15174.26,13773.96,34522.08,2416.67,7103.95,46042.0,47119.27
2026-08-03,Central,Mobile,Apparel,Email,158487.24,4168,446,534,7475,446,0,7475,45503.98,139725.16,112983.26,139249.86,997,160129.91,152735.69,158487.24,8074,8402,433,105,5108.45,355.35,2.76,1.87,9156.86,1938.11,158487.24,125184.92,30451.8,16306.07,13148.74,30576.01,101681.57
2026-08-10,Central,Mobile,Apparel,Email,15270.74,2698,1934,4289,33744,1934,0,33744,8172.61,7062.17,7098.13,7650.55,6359,15281.22,14495.63,15270.74,7736,7952,328,112,14899.21,7.9,5.82,4.87,11575.49,2762.05,15270.74,14193.73,14994.42,16532.76,15032.1,15984.91,48854.44
2026-08-10,Central,Mobile,Sports,Email,145043.94,1955,573,1488,10037,573,0,10037,58949.4,119841.39,86094.54,95394.94,2136,149025.3,148991.94,145043.94,8528,8659,435,304,4582.76,253.13,6.41,4.91,8423.54,3359.24,145043.94,112755.36,27841.67,8195.14,18863.43,9930.54,83518.72
2026-08-17,Central,In-Store,Apparel,Organic Search,118953.63,3219,153,288,4105,153,3271,1050,45178.41,48106.03,73775.22,114899.64,537,121898.37,120104.63,118953.63,5133,5079,83,137,9782.32,777.47,2.61,4.07,4623.73,989.7,118953.63,78055.46,22067.42,6579.82,20153.79,15359.29,83270.92
2026-08-17,Central,Mobile,Apparel,Organic Search,61558.8,1742,814,1331,36683,814,0,36683,29384.91,51984.89,32173.89,50534.89,2535,62221.36,60566.37,61558.8,6665,6598,314,381,12258.14,75.63,5.66,4.6,17469.49,3502.61,61558.8,39094.5,23422.07,10239.76,2181.24,34958.63,51003.54
