Week Start,Region,Product category,Supplier,Units Ordered,Units Received,Backorder Units,On Hand Units,Supplier Fill Rate,Lead Time Days,Stockout Days,Inbound Freight Cost,Purchase Price Per Unit,Lead Time Unit Days,Days In Period
2025-07-08,East,Apparel,Kestrel Logistics,7096,6755,341,19104,0.9519,13.1,0.14,11971.81,20.4759,88488.86,7
2025-07-08,East,Apparel,Northwind Foods,13300,13065,235,39986,0.9823,12.12,0.12,23440.65,20.4759,158372.63,7
2025-07-08,East,Beauty,Kestrel Logistics,13065,12716,349,38884,0.9733,10.43,0.06,22633.23,34.134,132668.59,7
2025-07-08,East,Beauty,Northwind Foods,14036,13329,707,54157,0.9496,12.67,0.13,24529.81,34.134,168834.91,7
2025-07-08,East,Electronics,Kestrel Logistics,3358,3243,115,8069,0.9658,9.91,0.3,6016.63,19.8839,32122.21,7
2025-07-08,East,Electronics,Northwind Foods,9063,8907,156,24748,0.9828,11.26,0.89,16836.88,19.8839,100274.63,7
2025-07-08,East,Home,Kestrel Logistics,11823,11120,703,31914,0.9405,9.4,0.24,20290.69,22.0991,104474.39,7
2025-07-08,East,Home,Northwind Foods,15882,14958,924,52127,0.9418,9.61,0.33,27906.3,22.0991,143773.75,7
2025-07-08,East,Sports,Kestrel Logistics,6401,5973,428,18665,0.9331,11.35,0.88,10913.4,17.6179,67790.25,7
2025-07-08,East,Sports,Northwind Foods,3270,3072,198,8313,0.9394,10.39,0.42,5702.78,17.6179,31910.08,7
2025-07-08,North,Apparel,Kestrel Logistics,12101,11923,178,38576,0.9853,10.94,1.51,21569.65,15.0712,130379.25,7
2025-07-08,North,Apparel,Northwind Foods,9661,9342,319,30280,0.967,8.32,1.24,17956.33,15.0712,77757.75,7
2025-07-08,North,Beauty,Kestrel Logistics,11374,10513,861,32161,0.9243,12.57,0.13,18178.67,25.5711,132155.51,7
2025-07-08,North,Beauty,Northwind Foods,8099,7814,285,23499,0.9648,13.12,0.38,14727.33,25.5711,102538.71,7
2025-07-08,North,Electronics,Kestrel Logistics,10512,10113,399,31603,0.962,9.04,0.66,18185.89,24.7391,91465.79,7
2025-07-08,North,Electronics,Northwind Foods,12260,11789,471,36383,0.9616,10.18,0.35,22586.16,24.7391,120020.77,7
2025-07-08,North,Home,Kestrel Logistics,12244,11494,750,39154,0.9387,7.76,0.76,20053.13,10.7364,89142.87,7
2025-07-08,North,Home,Northwind Foods,7117,7110,7,22452,0.999,11.64,0.67,12553.52,10.7364,82787.15,7
2025-07-08,North,Sports,Kestrel Logistics,3084,3071,13,8281,0.9958,10.7,0.28,5544.58,43.9003,32862.7,7
2025-07-08,North,Sports,Northwind Foods,4198,4022,176,12150,0.9581,12.55,0.88,6987.59,43.9003,50493.06,7
2025-07-08,South,Apparel,Kestrel Logistics,21632,21094,538,69188,0.9751,8.58,0.62,37768.65,21.5776,181033.95,7
2025-07-08,South,Apparel,Northwind Foods,9047,8804,243,25940,0.9731,13.56,1.33,17507.84,21.5776,119415.88,7
2025-07-08,South,Beauty,Kestrel Logistics,6285,6102,183,14270,0.9709,10.86,0.46,11494.98,16.7546,66263.37,7
2025-07-08,South,Beauty,Northwind Foods,9749,9428,321,22028,0.9671,12.29,0.01,15515.2,16.7546,115826.8,7
2025-07-08,South,Electronics,Kestrel Logistics,2483,2360,123,8412,0.9505,9.08,0.06,4543.87,42.2351,21434.04,7
2025-07-08,South,Electronics,Northwind Foods,6113,5985,128,19996,0.9791,10.54,0.46,10455.38,42.2351,63061.13,7
2025-07-08,South,Home,Kestrel Logistics,11593,10901,692,33110,0.9403,11.95,0.54,19890.56,28.4004,130229.8,7
2025-07-08,South,Home,Northwind Foods,6927,6794,133,17189,0.9808,11.83,0.45,12304.28,28.4004,80400.52,7
2025-07-08,South,Sports,Kestrel Logistics,13799,13360,439,38786,0.9682,12.41,0.33,25479.39,24.0487,165814.57,7
2025-07-08,South,Sports,Northwind Foods,8890,8631,259,24612,0.9709,13.5,0.15,16923.24,24.0487,116511.41,7
2025-07-08,West,Apparel,Kestrel Logistics,6265,6043,222,15227,0.9646,9.59,1.01,10565.09,17.6518,57980.12,7
2025-07-08,West,Apparel,Northwind Foods,8923,8512,411,26502,0.9539,10.17,0.25,14765.85,17.6518,86554.67,7
2025-07-08,West,Beauty,Kestrel Logistics,6121,5789,332,16719,0.9458,13.06,1.28,12103.63,25.542,75618.89,7
2025-07-08,West,Beauty,Northwind Foods,4295,4097,198,10606,0.9539,9.08,0.32,6903.54,25.542,37217.61,7
2025-07-08,West,Electronics,Kestrel Logistics,5196,4911,285,12679,0.9452,13.07,0.32,9616.76,28.2545,64198.17,7
2025-07-08,West,Electronics,Northwind Foods,4767,4570,197,13463,0.9587,9.91,0.62,8089.81,28.2545,45291.24,7
2025-07-08,West,Home,Kestrel Logistics,11610,10963,647,31189,0.9443,11.46,0.23,19186.49,27.0354,125656.42,7
2025-07-08,West,Home,Northwind Foods,21103,20487,616,67470,0.9708,11.74,0.58,36892.26,27.0354,240417.01,7
2025-07-08,West,Sports,Kestrel Logistics,18348,17316,1032,53766,0.9438,11.92,0.37,31511.37,20.1527,206492.3,7
2025-07-08,West,Sports,Northwind Foods,8135,7955,180,22619,0.9779,10.57,0.11,14732.62,20.1527,84087.41,7
2025-07-15,Central,Apparel,Kestrel Logistics,12393,11820,573,39137,0.9538,10.48,0.32,22757.41,23.9136,123910.26,7
2025-07-15,Central,Apparel,Northwind Foods,10398,9928,470,29309,0.9548,10.98,0.65,19103.19,23.9136,108992.97,7
2025-07-15,Central,Beauty,Kestrel Logistics,8029,7796,233,19342,0.971,10.8,1.68,13384.21,26.9773,84184.63,7
2025-07-15,Central,Beauty,Northwind Foods,8373,8280,93,21969,0.9889,11.97,0.02,14866.01,26.9773,99148.09,7
2025-07-15,Central,Electronics,Kestrel Logistics,15882,15469,413,46753,0.974,11.84,0.24,25351.72,25.4871,183149.21,7
2025-07-15,Central,Electronics,Northwind Foods,22180,21319,861,61504,0.9612,9.88,0.66,37079.33,25.4871,210681.42,7
2025-07-15,Central,Home,Kestrel Logistics,2266,2185,81,5429,0.9643,11.68,0.46,4039.87,73.6784,25530.58,7
2025-07-15,Central,Home,Northwind Foods,2452,2273,179,5771,0.927,10.91,0.29,4147.34,73.6784,24799.38,7
2025-07-15,Central,Sports,Kestrel Logistics,4673,4521,152,12291,0.9675,9.31,1.22,7835.4,41.1365,42077.99,7
2025-07-15,Central,Sports,Northwind Foods,6933,6926,7,21247,0.999,10.36,0.34,12080.94,41.1365,71785.19,7
2025-07-15,East,Apparel,Kestrel Logistics,5143,5014,129,16840,0.9749,13.17,0.4,8982.8,25.9758,66010.59,7
2025-07-15,East,Apparel,Northwind Foods,10035,9696,339,23857,0.9662,13.43,0.47,17923.17,25.9758,130208.59,7
2025-07-15,East,Beauty,Kestrel Logistics,18234,16940,1294,58055,0.929,10.46,0.03,30763.58,21.1362,177142.68,7
2025-07-15,East,Beauty,Northwind Foods,18100,17758,342,49107,0.9811,12.24,0.03,32502.54,21.1362,217309.95,7
2025-07-15,East,Electronics,Kestrel Logistics,4046,3920,126,12189,0.9689,12.94,0.76,7047.03,37.8616,50706.21,7
2025-07-15,East,Electronics,Northwind Foods,11518,10766,752,32412,0.9347,10.58,0.88,20164.8,37.8616,113899.49,7
2025-07-15,East,Home,Kestrel Logistics,13440,13287,153,26757,0.9886,10.11,0.07,22268.13,9.9267,134390.32,7
2025-07-15,East,Home,Northwind Foods,18771,17872,899,52212,0.9521,10.5,0.14,32255.23,9.9267,187738.89,7
2025-07-15,East,Sports,Kestrel Logistics,36505,33956,2549,100283,0.9302,10.93,0.08,63097.17,20.7535,371249.48,7
2025-07-15,East,Sports,Northwind Foods,18201,17461,740,45010,0.9593,13.62,1.13,32221.56,20.7535,237838.53,7
2025-07-15,North,Apparel,Kestrel Logistics,9194,8417,777,19656,0.9155,9.04,0.08,17059.95,38.1059,76108.63,7
2025-07-15,North,Apparel,Northwind Foods,7001,6596,405,20682,0.9422,13.48,0.05,12094.18,38.1059,88886.35,7
2025-07-15,North,Beauty,Kestrel Logistics,12813,12321,492,31827,0.9616,13.9,1.73,22615.51,12.942,171255.93,7
2025-07-15,North,Beauty,Northwind Foods,9531,9157,374,27289,0.9608,11.73,0.44,17078.33,12.942,107370.03,7
2025-07-15,North,Electronics,Kestrel Logistics,9235,9091,144,27207,0.9844,10.63,0.87,18595.09,38.5135,96640.91,7
2025-07-15,North,Electronics,Northwind Foods,11070,10598,472,32718,0.9574,11.04,0.15,20095.62,38.5135,117019.42,7
2025-07-15,North,Home,Kestrel Logistics,9795,9422,373,31999,0.9619,12.52,0.01,15492.86,17.9697,117918.97,7
2025-07-15,North,Home,Northwind Foods,5908,5829,79,19097,0.9866,9.37,0.33,10919.91,17.9697,54589.44,7
2025-07-15,North,Sports,Kestrel Logistics,5554,5421,133,17995,0.9761,10.87,0.76,9587.96,24.3977,58911.46,7
2025-07-15,North,Sports,Northwind Foods,7664,7101,563,22514,0.9265,9.92,0.15,13420.64,24.3977,70454.85,7
2025-07-15,South,Apparel,Kestrel Logistics,11009,10685,324,43259,0.9706,13.18,0.13,21445.06,15.8886,140824.59,7
2025-07-15,South,Apparel,Northwind Foods,4574,4460,114,12800,0.9751,9.27,0.73,7457.88,15.8886,41351.77,7
2025-07-15,South,Beauty,Kestrel Logistics,4688,4426,262,12410,0.9441,10.96,0.26,7817.52,42.6208,48490.29,7
2025-07-15,South,Beauty,Northwind Foods,6958,6837,121,17416,0.9826,12.62,0.59,13585.35,42.6208,86261.33,7
2025-07-15,South,Electronics,Kestrel Logistics,3995,3786,209,12416,0.9477,13.15,0.91,7060.19,40.5812,49786.92,7
2025-07-15,South,Electronics,Northwind Foods,9612,9602,10,32021,0.999,9.38,0.43,16965.55,40.5812,90107.01,7
2025-07-15,South,Home,Kestrel Logistics,6917,6465,452,21017,0.9347,9.45,0.19,11879.47,18.2873,61111.79,7
2025-07-15,South,Home,Northwind Foods,4119,4030,89,12820,0.9784,10.49,0.13,7125.53,18.2873,42265.41,7
2025-07-15,South,Sports,Kestrel Logistics,9194,9123,71,32754,0.9923,10.1,1.59,16539.66,8.3736,92102.6,7
2025-07-15,South,Sports,Northwind Foods,6216,5894,322,13121,0.9482,8.53,0.92,10515.08,8.3736,50293.71,7
2025-07-15,West,Apparel,Kestrel Logistics,7553,7403,150,25635,0.9801,10.13,0.4,14261.79,20.974,74977.96,7
2025-07-15,West,Apparel,Northwind Foods,10859,10428,431,30494,0.9603,8.96,0.68,17937.17,20.974,93471.45,7
2025-07-15,West,Beauty,Kestrel Logistics,14551,14014,537,43377,0.9631,10.47,0.15,25796.01,19.6826,146788.8,7
2025-07-15,West,Beauty,Northwind Foods,10230,9916,314,22258,0.9693,12.04,0.68,19448.75,19.6826,119410.18,7
2025-07-15,West,Electronics,Kestrel Logistics,5102,4902,200,15748,0.9608,9.99,0.03,9353.98,19.5887,48957.9,7
2025-07-15,West,Electronics,Northwind Foods,4610,4562,48,12731,0.9896,11.5,0.31,8424.41,19.5887,52453.74,7
2025-07-15,West,Home,Kestrel Logistics,9212,8756,456,27458,0.9505,13.69,0.45,17599.43,10.8361,119863.17,7
2025-07-15,West,Home,Northwind Foods,17540,16364,1176,51019,0.933,11.09,0.16,30276.28,10.8361,181497.0,7
2025-07-15,West,Sports,Kestrel Logistics,10182,9898,284,29485,0.9721,11.54,0.0,19099.55,14.2655,114205.12,7
2025-07-15,West,Sports,Northwind Foods,4664,4547,117,11853,0.9749,10.51,0.36,7858.29,14.2655,47798.61,7
2025-07-22,Central,Apparel,Kestrel Logistics,8579,8167,412,26004,0.952,13.13,0.35,14261.93,34.2603,107217.59,7
2025-07-22,Central,Apparel,Northwind Foods,7322,6859,463,20118,0.9368,8.81,0.22,12616.69,34.2603,60415.87,7
2025-07-22,Central,Beauty,Kestrel Logistics,9518,9122,396,27876,0.9584,12.47,0.05,18888.3,22.1219,113758.16,7
2025-07-22,Central,Beauty,Northwind Foods,10151,9689,462,32627,0.9545,10.33,0.37,19938.56,22.1219,100105.88,7
2025-07-22,Central,Electronics,Kestrel Logistics,1165,1111,54,3377,0.9536,11.86,1.41,2101.05,53.9305,13172.25,7
2025-07-22,Central,Electronics,Northwind Foods,1627,1530,97,3865,0.9404,10.83,0.6,2801.08,53.9305,16566.15,7
2025-07-22,Central,Home,Kestrel Logistics,9395,9197,198,33214,0.9789,10.37,0.31,16750.48,26.5137,95341.47,7
2025-07-22,Central,Home,Northwind Foods,10047,9564,483,37967,0.9519,11.94,0.67,17276.56,26.5137,114188.59,7
2025-07-22,Central,Sports,Kestrel Logistics,3410,3282,128,9923,0.9625,9.94,0.15,5683.03,18.5849,32614.62,7
2025-07-22,Central,Sports,Northwind Foods,5134,5029,105,9531,0.9795,12.53,1.16,8776.83,18.5849,63006.68,7
2025-07-22,East,Apparel,Kestrel Logistics,8713,8430,283,24719,0.9675,10.45,0.28,15565.27,24.7289,88124.8,7
2025-07-22,East,Apparel,Northwind Foods,17021,16305,716,54560,0.9579,12.09,0.53,32945.62,24.7289,197112.9,7
2025-07-22,East,Beauty,Kestrel Logistics,5961,5629,332,16329,0.9443,10.35,0.09,9991.63,28.6901,58278.22,7
2025-07-22,East,Beauty,Northwind Foods,6210,5901,309,16695,0.9502,11.49,1.17,10944.46,28.6901,67798.84,7
2025-07-22,East,Electronics,Kestrel Logistics,4564,4352,212,11200,0.9535,9.5,0.94,7445.83,24.9617,41324.11,7
2025-07-22,East,Electronics,Northwind Foods,12607,11952,655,38307,0.948,11.07,0.09,22321.22,24.9617,132308.24,7
2025-07-22,East,Home,Kestrel Logistics,7430,7192,238,21426,0.968,11.06,1.01,12507.04,23.2847,79556.92,7
2025-07-22,East,Home,Northwind Foods,10248,9675,573,33297,0.9441,11.35,0.5,17206.3,23.2847,109778.16,7
2025-07-22,East,Sports,Kestrel Logistics,17754,16625,1129,56818,0.9364,10.92,0.13,28215.94,15.1073,181594.22,7
2025-07-22,East,Sports,Northwind Foods,8740,8549,191,22678,0.9781,10.24,0.1,16838.04,15.1073,87574.12,7
2025-07-22,North,Apparel,Kestrel Logistics,6453,6202,251,17327,0.9611,10.14,0.03,10299.03,21.4544,62870.29,7
2025-07-22,North,Apparel,Northwind Foods,5033,4859,174,11788,0.9654,11.19,0.42,8459.14,21.4544,54360.58,7
2025-07-22,North,Beauty,Kestrel Logistics,24571,23705,866,89992,0.9648,9.59,0.19,42846.65,11.7121,227383.75,7
2025-07-22,North,Beauty,Northwind Foods,18140,17617,523,49110,0.9712,10.82,0.39,31141.11,11.7121,190611.32,7
2025-07-22,North,Electronics,Kestrel Logistics,6882,6485,397,14264,0.9423,12.48,0.6,11864.08,34.6866,80950.74,7
2025-07-22,North,Electronics,Northwind Foods,8051,7559,492,20754,0.9389,14.28,0.28,14667.82,34.6866,107972.95,7
2025-07-22,North,Home,Kestrel Logistics,15531,15275,256,48410,0.9835,12.64,1.35,28682.5,15.7954,193090.63,7
2025-07-22,North,Home,Northwind Foods,9787,9450,337,26308,0.9656,11.38,0.63,17123.6,15.7954,107563.04,7
2025-07-22,North,Sports,Kestrel Logistics,6510,6323,187,24316,0.9713,7.42,0.01,13107.05,30.7141,46911.91,7
2025-07-22,North,Sports,Northwind Foods,8951,8281,670,27255,0.9251,8.23,0.82,14980.59,30.7141,68144.73,7
2025-07-22,South,Apparel,Kestrel Logistics,16678,16048,630,49264,0.9622,9.07,0.11,30302.93,15.7043,145555.52,7
2025-07-22,South,Apparel,Northwind Foods,6790,6698,92,23594,0.9865,10.44,0.1,12025.13,15.7043,69933.77,7
2025-07-22,South,Beauty,Kestrel Logistics,6673,6355,318,22898,0.9523,11.29,1.2,11392.46,24.2564,71734.73,7
2025-07-22,South,Beauty,Northwind Foods,10071,9818,253,26203,0.9749,10.67,0.75,18913.86,24.2564,104745.81,7
2025-07-22,South,Electronics,Kestrel Logistics,7694,7200,494,19840,0.9358,9.41,0.77,12986.44,12.0641,67726.3,7
2025-07-22,South,Electronics,Northwind Foods,18965,18260,705,52280,0.9628,12.29,0.06,34060.32,12.0641,224389.48,7
2025-07-22,South,Home,Kestrel Logistics,15918,15631,287,39622,0.982,11.02,0.27,29063.27,19.6519,172255.9,7
2025-07-22,South,Home,Northwind Foods,10558,9743,815,27720,0.9228,11.56,0.31,18271.51,19.6519,112624.04,7
2025-07-22,South,Sports,Kestrel Logistics,18855,18040,815,52558,0.9568,10.27,0.23,31445.71,20.7438,185312.64,7
2025-07-22,South,Sports,Northwind Foods,12303,11654,649,32949,0.9472,11.49,0.15,21408.68,20.7438,133863.82,7
2025-07-22,West,Apparel,Kestrel Logistics,11339,10654,685,30426,0.9396,10.86,0.17,20287.79,22.2411,115650.11,7
2025-07-22,West,Apparel,Northwind Foods,15963,15006,957,49090,0.94,12.94,0.39,30348.01,22.2411,194123.46,7
2025-07-22,West,Beauty,Kestrel Logistics,14723,14014,709,33694,0.9518,9.89,0.27,25380.98,22.6823,138646.89,7
2025-07-22,West,Beauty,Northwind Foods,10310,9917,393,25082,0.9619,13.48,0.47,16889.16,22.6823,133719.39,7
2025-07-22,West,Electronics,Kestrel Logistics,9527,9271,256,28063,0.9731,10.92,0.56,17804.89,22.9542,101206.54,7
2025-07-22,West,Electronics,Northwind Foods,8879,8629,250,26559,0.9718,12.04,0.24,14710.99,22.9542,103892.8,7
2025-07-22,West,Home,Kestrel Logistics,7954,7710,244,21791,0.9693,11.89,0.0,14266.41,22.511,91635.21,7
2025-07-22,West,Home,Northwind Foods,14843,14409,434,40260,0.9708,10.54,0.43,26627.62,22.511,151887.58,7
2025-07-22,West,Sports,Kestrel Logistics,17023,16100,923,56615,0.9458,7.27,0.4,29315.05,24.482,117099.3,7
2025-07-22,West,Sports,Northwind Foods,7445,7396,49,23255,0.9934,10.58,0.49,13106.31,24.482,78258.24,7
2025-07-29,Central,Apparel,Kestrel Logistics,16202,15965,237,48422,0.9854,12.78,0.42,31094.46,20.4345,204054.91,7
2025-07-29,Central,Apparel,Northwind Foods,13910,13409,501,36342,0.964,6.71,0.87,25783.02,20.4345,90001.0,7
2025-07-29,Central,Beauty,Kestrel Logistics,13693,12863,830,34881,0.9394,13.64,0.14,21949.74,24.6881,175480.61,7
2025-07-29,Central,Beauty,Northwind Foods,13832,13663,169,45852,0.9878,12.72,0.21,26346.28,24.6881,173825.63,7
2025-07-29,Central,Electronics,Kestrel Logistics,9209,9112,97,27207,0.9895,9.19,0.31,17070.71,31.3992,83742.12,7
2025-07-29,Central,Electronics,Northwind Foods,13091,12559,532,37604,0.9594,10.98,0.02,23017.94,31.3992,137840.81,7
2025-07-29,Central,Home,Kestrel Logistics,6276,6078,198,18614,0.9685,11.02,0.98,10311.58,31.7007,66955.21,7
2025-07-29,Central,Home,Northwind Foods,6488,6320,168,15882,0.9741,10.41,0.11,11262.45,31.7007,65807.52,7
2025-07-29,Central,Sports,Kestrel Logistics,4248,4070,178,13049,0.9581,13.31,0.07,8094.13,40.579,54163.58,7
2025-07-29,Central,Sports,Northwind Foods,6487,6235,252,18778,0.9612,9.59,0.32,10792.7,40.579,59794.56,7
2025-07-29,East,Apparel,Kestrel Logistics,7196,6911,285,20759,0.9604,11.67,0.45,12815.75,16.7926,80648.56,7
2025-07-29,East,Apparel,Northwind Foods,13777,13366,411,34206,0.9702,14.14,0.03,23254.03,16.7926,188932.47,7
2025-07-29,East,Beauty,Kestrel Logistics,9652,9328,324,35182,0.9664,9.19,0.55,17124.11,28.4547,85696.77,7
2025-07-29,East,Beauty,Northwind Foods,10140,9777,363,34349,0.9642,10.98,1.08,17946.06,28.4547,107398.3,7
2025-07-29,East,Electronics,Kestrel Logistics,5383,5246,137,13444,0.9745,11.11,0.66,10088.03,19.8005,58266.43,7
2025-07-29,East,Electronics,Northwind Foods,15121,14407,714,50071,0.9528,13.17,0.28,26226.69,19.8005,189668.26,7
2025-07-29,East,Home,Kestrel Logistics,6712,6262,450,17662,0.933,11.67,0.21,11222.3,25.8766,73100.36,7
2025-07-29,East,Home,Northwind Foods,8430,8422,8,26677,0.9991,10.6,0.42,15608.44,25.8766,89232.52,7
2025-07-29,East,Sports,Kestrel Logistics,14666,13952,714,37854,0.9513,11.21,0.23,24162.45,18.6988,156340.88,7
2025-07-29,East,Sports,Northwind Foods,7391,7175,216,22282,0.9708,10.18,1.13,13307.83,18.6988,73041.53,7
2025-07-29,North,Apparel,Kestrel Logistics,10540,10180,360,29237,0.9658,12.52,0.29,18191.77,34.044,127473.17,7
2025-07-29,North,Apparel,Northwind Foods,8178,7977,201,18854,0.9754,8.98,0.11,15108.64,34.044,71637.82,7
2025-07-29,North,Beauty,Kestrel Logistics,14128,13932,196,43286,0.9861,12.62,0.72,26435.37,28.8501,175854.18,7
2025-07-29,North,Beauty,Northwind Foods,10580,10355,225,33844,0.9787,10.85,0.35,18559.66,28.8501,112391.35,7
2025-07-29,North,Electronics,Kestrel Logistics,3013,2969,44,9146,0.9854,10.81,0.14,5396.25,34.871,32092.87,7
2025-07-29,North,Electronics,Northwind Foods,3575,3462,113,10904,0.9684,10.72,0.11,6274.26,34.871,37107.13,7
2025-07-29,North,Home,Kestrel Logistics,6523,6481,42,20718,0.9936,12.06,0.27,11406.43,23.3308,78184.58,7
2025-07-29,North,Home,Northwind Foods,4344,4009,335,12629,0.9229,9.3,0.15,7849.65,23.3308,37294.75,7
2025-07-29,North,Sports,Kestrel Logistics,12032,11844,188,35897,0.9844,10.32,0.97,22951.67,21.8189,122218.34,7
2025-07-29,North,Sports,Northwind Foods,15963,15512,451,44953,0.9717,9.77,0.08,29412.31,21.8189,151611.56,7
2025-07-29,South,Apparel,Kestrel Logistics,8589,8160,429,24910,0.9501,11.17,0.65,16738.84,15.947,91144.87,7
2025-07-29,South,Apparel,Northwind Foods,3612,3406,206,12423,0.943,11.0,0.03,6668.74,15.947,37470.99,7
2025-07-29,South,Beauty,Kestrel Logistics,6173,5955,218,18093,0.9647,10.68,0.25,10538.66,30.1079,63580.77,7
2025-07-29,South,Beauty,Northwind Foods,9509,9201,308,27748,0.9676,8.61,0.1,16475.33,30.1079,79234.08,7
2025-07-29,South,Electronics,Kestrel Logistics,3102,3054,48,8668,0.9845,10.47,0.66,5915.51,26.4194,31976.38,7
2025-07-29,South,Electronics,Northwind Foods,7986,7747,239,22614,0.9701,12.11,0.12,14917.56,26.4194,93841.91,7
2025-07-29,South,Home,Kestrel Logistics,9379,9215,164,25914,0.9825,11.23,2.86,17460.99,24.9892,103460.2,7
2025-07-29,South,Home,Northwind Foods,6154,5743,411,17674,0.9332,10.69,1.06,10204.49,24.9892,61366.11,7
2025-07-29,South,Sports,Kestrel Logistics,8256,7937,319,21481,0.9614,9.56,0.03,14760.29,35.3336,75856.12,7
2025-07-29,South,Sports,Northwind Foods,5312,5127,185,15104,0.9652,10.82,0.52,10776.9,35.3336,55492.88,7
2025-07-29,West,Apparel,Kestrel Logistics,6545,6375,170,20508,0.974,12.39,0.49,12723.53,21.1518,78997.1,7
2025-07-29,West,Apparel,Northwind Foods,9566,8978,588,27294,0.9385,10.95,0.09,17376.23,21.1518,98301.16,7
2025-07-29,West,Beauty,Kestrel Logistics,20728,20244,484,45631,0.9766,10.48,0.65,37911.49,20.8601,212070.58,7
2025-07-29,West,Beauty,Northwind Foods,15545,14325,1220,41847,0.9215,9.53,0.26,29818.87,20.8601,136493.67,7
2025-07-29,West,Electronics,Kestrel Logistics,6157,5947,210,18106,0.9659,12.32,0.1,10568.2,33.9164,73254.76,7
2025-07-29,West,Electronics,Northwind Foods,5899,5534,365,17816,0.9381,9.07,0.43,10879.32,33.9164,50169.67,7
2025-07-29,West,Home,Kestrel Logistics,3081,3038,43,9987,0.986,9.81,0.67,5494.84,38.265,29801.93,7
2025-07-29,West,Home,Northwind Foods,5897,5678,219,14939,0.9629,10.87,0.22,10517.37,38.265,61723.83,7
2025-07-29,West,Sports,Kestrel Logistics,16428,15648,780,53020,0.9525,9.31,0.65,26628.5,24.362,145760.49,7
2025-07-29,West,Sports,Northwind Foods,7474,7188,286,17830,0.9617,11.13,0.46,12044.26,24.362,79996.49,7
2025-08-05,Central,Apparel,Kestrel Logistics,14701,14523,178,31330,0.9879,8.96,0.11,27471.65,19.7781,130065.27,7
2025-08-05,Central,Apparel,Northwind Foods,12762,12199,563,36337,0.9559,9.55,0.05,23053.4,19.7781,116538.34,7
2025-08-05,Central,Beauty,Kestrel Logistics,6524,6250,274,17807,0.958,12.9,0.05,12462.86,20.0127,80626.7,7
2025-08-05,Central,Beauty,Northwind Foods,6812,6639,173,20357,0.9746,9.51,0.91,11642.48,20.0127,63113.71,7
2025-08-05,Central,Electronics,Kestrel Logistics,6046,5664,382,15440,0.9368,11.65,0.04,10613.19,27.742,66000.98,7
2025-08-05,Central,Electronics,Northwind Foods,8126,7807,319,21806,0.9607,9.97,0.62,13641.38,27.742,77864.16,7
2025-08-05,Central,Home,Kestrel Logistics,10565,9861,704,27806,0.9334,12.06,0.18,18340.4,13.0488,118956.67,7
2025-08-05,Central,Home,Northwind Foods,10552,10256,296,30283,0.9719,9.83,0.35,18579.67,13.0488,100808.05,7
2025-08-05,Central,Sports,Kestrel Logistics,5727,5540,187,19238,0.9673,11.05,0.38,10637.1,26.3409,61244.25,7
2025-08-05,Central,Sports,Northwind Foods,8674,8488,186,19610,0.9786,9.56,0.1,16408.27,26.3409,81174.86,7
2025-08-05,East,Apparel,Kestrel Logistics,5709,5396,313,14721,0.9452,14.26,0.13,10272.17,13.5447,76941.17,7
2025-08-05,East,Apparel,Northwind Foods,10445,10435,10,30358,0.999,11.07,0.87,19987.99,13.5447,115557.1,7
2025-08-05,East,Beauty,Kestrel Logistics,15103,15063,40,49501,0.9974,10.17,0.1,29447.32,18.7496,153189.72,7
2025-08-05,East,Beauty,Northwind Foods,16393,15789,604,40749,0.9632,11.88,0.27,27350.83,18.7496,187614.3,7
2025-08-05,East,Electronics,Kestrel Logistics,3812,3631,181,11074,0.9525,13.99,0.18,6681.74,12.0601,50810.2,7
2025-08-05,East,Electronics,Northwind Foods,10108,9971,137,25104,0.9864,11.96,0.69,17468.43,12.0601,119243.87,7
2025-08-05,East,Home,Kestrel Logistics,5300,5115,185,14347,0.9651,9.82,0.21,9628.41,9.983,50231.99,7
2025-08-05,East,Home,Northwind Foods,7101,6881,220,19151,0.969,8.72,0.14,12506.23,9.983,59992.06,7
2025-08-05,East,Sports,Kestrel Logistics,21685,20653,1032,57200,0.9524,10.42,0.48,37905.23,20.3158,215123.23,7
2025-08-05,East,Sports,Northwind Foods,10949,10621,328,27510,0.97,10.67,0.87,19172.65,20.3158,113308.48,7
2025-08-05,North,Apparel,Kestrel Logistics,10706,10023,683,30945,0.9362,9.17,0.05,17341.68,12.5227,91951.75,7
2025-08-05,North,Apparel,Northwind Foods,8152,7854,298,23588,0.9634,10.53,0.08,15706.0,12.5227,82735.14,7
2025-08-05,North,Beauty,Kestrel Logistics,11934,11613,321,34447,0.9731,9.01,0.14,20287.25,31.3504,104613.94,7
2025-08-05,North,Beauty,Northwind Foods,8921,8630,291,23372,0.9674,12.97,1.14,15963.53,31.3504,111892.6,7
2025-08-05,North,Electronics,Kestrel Logistics,7459,6981,478,16632,0.9359,12.46,0.26,12445.57,22.8022,87012.32,7
2025-08-05,North,Electronics,Northwind Foods,8470,8139,331,27103,0.9609,10.72,0.9,15564.84,22.8022,87247.66,7
2025-08-05,North,Home,Kestrel Logistics,23423,22757,666,60234,0.9716,9.63,0.13,39312.0,13.3634,219123.7,7
2025-08-05,North,Home,Northwind Foods,14325,14079,246,42204,0.9828,10.96,0.12,26096.34,13.3634,154274.04,7
2025-08-05,North,Sports,Kestrel Logistics,13431,12893,538,39929,0.9599,10.68,0.01,23938.86,18.791,137671.47,7
