Date,Region,Channel,Product category,Traffic source,Net Sales,Sq Footage,Total Transactions,Units Sold,Total Visitors,Number of Sales,Store Entrances,Website Sessions,Total Gross Profit,Avg Inventory Cost,COGS,Avg Inventory Value,Beginning Inventory,Recorded Value,Actual Value,Retail Sales,Start Customers,End Customers,New Customers,Customers Lost,Sales Marketing Expenses,Avg Purchase Value,Avg Purchase Frequency,Avg Customer Lifespan Years,Revenue From Ads,Cost Of Ads,Total Revenue,Total Expenses,Cash,Marketable Securities,Accounts Receivable,Current Liabilities,Current Assets
2025-02-15,North,In-Store,Home,Email,71592.38,5891,1003,1900,15274,1003,9940,4129,23930.63,45375.63,47661.75,45673.68,3351,73108.92,67629.96,71592.38,2099,1806,21,314,6075.2,71.38,4.76,2.35,24475.38,7142.27,71592.38,66599.69,14590.96,7816.3,8406.12,27919.8,44515.48
2025-02-16,Central,Mobile,Apparel,Organic Search,90036.36,3305,398,656,8720,398,0,8720,30739.98,74119.28,59296.38,77563.98,1415,90829.4,86873.68,90036.36,6280,6283,154,151,4365.76,226.22,1.83,3.91,5040.39,1117.66,90036.36,80594.65,57966.04,7028.05,11559.67,63558.04,99822.95
2025-02-17,West,In-Store,Beauty,Paid Search,103193.86,4810,355,664,9387,355,7663,2401,51075.07,79796.96,52118.79,65513.46,1606,103655.61,99305.21,103193.86,7699,7499,105,305,12882.16,290.69,1.57,3.07,12908.28,3008.91,103193.86,85386.13,51069.54,7701.17,8671.29,22643.65,87096.04
2025-02-18,West,Web,Apparel,Email,47197.7,1799,1095,2225,14621,1095,0,14621,20183.72,24676.07,27013.98,22195.76,4067,47820.75,44802.27,47197.7,8696,8672,227,251,10961.38,43.1,7.27,1.48,16735.78,7497.62,47197.7,31348.41,27567.19,17152.43,22958.16,47827.13,74336.51
2025-02-19,North,Mobile,Apparel,Direct,95390.66,5203,2156,4322,65171,2156,0,65171,45594.66,70410.36,49796.0,72038.41,5448,96737.75,90587.13,95390.66,5397,5356,124,165,10676.45,44.24,2.6,3.06,25113.63,5134.38,95390.66,82472.72,59307.63,481.41,21408.2,57526.84,102808.76
2025-02-20,East,In-Store,Home,Direct,31907.81,2630,563,1440,23936,563,18879,6422,15299.74,24965.35,16608.07,20528.44,2479,32600.17,30069.72,31907.81,5201,5221,125,105,12825.63,56.67,6.46,2.61,8992.34,1721.44,31907.81,26695.93,53381.29,9491.33,23700.62,43973.43,92731.77
2025-02-21,South,Mobile,Sports,Organic Search,168044.06,5895,2089,2824,71455,2089,0,71455,77422.67,148364.04,90621.39,128281.06,6225,169220.61,156907.27,168044.06,8041,8516,488,13,8707.56,80.44,6.85,2.23,7702.73,2468.11,168044.06,117996.82,6661.39,14359.27,15601.24,50591.72,75106.22
2025-02-22,South,In-Store,Electronics,Email,126179.12,3977,158,211,3804,158,2812,1496,48565.38,113175.35,77613.74,99271.97,270,127466.07,122761.13,126179.12,3555,3378,21,198,4989.26,798.6,5.45,1.65,19411.97,7995.04,126179.12,116004.28,45837.45,5558.72,20086.04,58326.83,101263.8
2025-02-23,South,Mobile,Apparel,Social,27203.12,5913,2011,4332,26584,2011,0,26584,9953.88,16007.75,17249.24,22643.33,8933,27756.27,26299.04,27203.12,7285,7269,290,306,13159.92,13.53,6.43,4.68,5218.4,1272.17,27203.12,18726.88,47481.93,18420.16,17137.9,63877.66,89832.99
2025-02-24,Central,In-Store,Home,Organic Search,169590.97,3136,269,360,11562,269,8780,1697,74491.69,71442.85,95099.28,143016.8,527,172201.88,165856.88,169590.97,6240,6544,347,43,7632.53,630.45,4.11,3.11,15807.51,5004.79,169590.97,112073.96,52856.53,5919.65,8880.39,40647.79,110561.61
2025-02-25,North,Mobile,Apparel,Social,96810.5,2706,1468,4547,47307,1468,0,47307,42989.07,69284.66,53821.43,46881.36,7932,96816.84,96329.34,96810.5,7614,7313,77,378,9597.85,65.95,7.31,4.43,6053.35,1786.18,96810.5,71365.76,5855.58,661.87,5069.78,9038.07,25651.64
2025-02-26,Central,In-Store,Beauty,Organic Search,179013.65,2935,1805,2723,24365,1805,13613,4405,62264.36,124849.68,116749.29,152261.07,3918,180372.8,180348.56,179013.65,7574,7756,440,258,13649.87,99.18,2.03,1.04,28916.11,6097.84,179013.65,165705.1,12843.23,3246.13,22168.82,21326.88,83936.5
2025-02-27,Central,In-Store,Sports,Organic Search,172573.8,2779,1958,3651,95338,1958,69672,17149,66510.76,140036.57,106063.04,163493.62,4660,175732.13,170797.93,172573.8,5677,5620,20,77,13896.93,88.14,3.41,2.5,6826.27,1497.18,172573.8,145203.08,7311.58,7097.2,18063.23,34344.68,81520.1
2025-02-28,Central,In-Store,Sports,Social,141968.13,4508,1220,3083,15590,1220,14408,5427,47075.66,119053.13,94892.47,114631.68,4288,143468.5,140218.65,141968.13,5700,5838,275,137,8489.91,116.37,3.3,3.85,19694.99,3583.35,141968.13,132918.45,17695.16,768.81,11274.34,36742.75,64127.81
2025-03-01,Central,Mobile,Beauty,Email,30247.82,2103,1351,3094,27528,1351,0,27528,15832.05,25521.07,14415.77,21970.55,4255,30293.64,28491.95,30247.82,6954,7034,288,208,3991.01,22.39,7.75,3.25,4450.03,1466.08,30247.82,22363.86,58157.41,18972.55,15091.51,33307.25,98812.63
2025-03-02,South,Web,Beauty,Direct,109133.89,2764,1095,1699,16822,1095,0,16822,51341.07,90862.77,57792.82,64719.51,3175,111458.82,106563.01,109133.89,3534,3512,210,232,1666.82,99.67,2.29,2.02,6449.49,1795.0,109133.89,98594.48,18830.78,12160.17,7681.44,28296.98,58088.24
2025-03-03,Central,Mobile,Electronics,Direct,34618.36,2193,596,1159,27389,596,0,27389,17968.36,18859.96,16650.0,13981.61,2865,35343.68,35145.6,34618.36,3202,3327,450,325,11279.09,58.08,7.64,4.83,11450.52,2787.2,34618.36,23519.37,6856.56,5684.89,23523.02,12384.45,40258.95
2025-03-04,East,In-Store,Apparel,Paid Search,147582.71,5731,2110,3745,28487,2110,25814,6866,38364.36,104259.63,109218.35,125363.33,6087,150555.15,142089.41,147582.71,8080,8151,422,351,14187.59,69.94,2.38,4.63,15981.09,2971.3,147582.71,122071.21,8058.62,3653.03,9747.17,22391.91,59067.82
2025-03-05,Central,Web,Beauty,Social,115050.26,2338,1149,2611,20078,1149,0,20078,33080.48,99960.99,81969.78,127227.92,5941,116932.02,116677.4,115050.26,8688,8383,37,342,14834.45,100.13,3.91,3.14,13059.95,7095.1,115050.26,95561.74,18530.27,18704.85,12317.11,33326.45,87720.61
2025-03-06,North,Mobile,Beauty,Direct,176245.37,4229,706,1899,11946,706,0,11946,82793.36,155411.79,93452.01,96470.86,4368,177882.44,174970.9,176245.37,4517,4647,271,141,3126.97,249.64,2.56,1.9,2377.02,1044.07,176245.37,146489.27,22366.17,8094.08,2292.85,38764.44,61694.36
2025-03-07,West,In-Store,Electronics,Organic Search,178379.65,5565,1512,1860,33493,1512,28621,11003,54192.02,75364.38,124187.63,168399.4,4246,182362.21,176290.7,178379.65,7916,7660,56,312,4176.73,117.98,4.65,1.84,2160.82,802.36,178379.65,118505.98,21165.78,19926.13,8326.42,35810.35,99938.15
2025-03-08,Central,Mobile,Apparel,Email,82175.33,5541,1898,5076,36449,1898,0,36449,41893.02,64691.17,40282.31,42383.86,6524,84563.38,77833.07,82175.33,8856,8895,260,221,5838.26,43.3,6.55,3.43,25717.6,6398.21,82175.33,77418.2,42843.36,17066.64,24424.73,13569.36,97049.89
2025-03-09,South,Mobile,Electronics,Direct,21494.6,4343,1520,2896,19413,1520,0,19413,5612.49,17345.53,15882.11,19799.84,4808,21495.54,20371.44,21494.6,8078,7755,60,383,11444.18,14.14,2.12,4.58,10053.53,3889.19,21494.6,18921.02,26582.03,7314.91,15852.38,15252.34,55689.27
2025-03-10,West,In-Store,Beauty,Social,16699.49,1522,126,294,1713,126,1508,539,5772.68,9282.9,10926.81,13458.13,729,17197.7,16163.97,16699.49,8459,8554,384,289,3519.75,132.54,2.03,3.16,21611.98,5607.29,16699.49,12320.54,13817.53,18795.43,18821.85,22789.94,55472.25
2025-03-11,East,Mobile,Sports,Social,116074.83,3783,166,412,3189,166,0,3189,29452.16,69165.63,86622.67,80208.98,868,116390.12,115471.06,116074.83,4314,4455,374,233,11075.47,699.25,2.84,1.81,9974.14,2275.47,116074.83,75013.7,8052.16,3797.47,24665.43,26598.83,60577.75
2025-03-12,North,Mobile,Sports,Organic Search,91829.71,5038,2150,5615,38183,2150,0,38183,36262.67,81215.17,55567.04,70973.82,7037,93701.66,87086.21,91829.71,7728,8005,334,57,8801.49,42.71,6.2,3.77,18775.86,7142.94,91829.71,62244.5,10053.15,13614.99,22940.78,58266.93,67901.07
2025-03-13,West,In-Store,Apparel,Email,55416.45,5900,1466,3339,36130,1466,31801,6224,24795.64,25254.34,30620.81,40571.29,4147,57069.29,56150.34,55416.45,7506,7522,101,85,1744.21,37.8,2.97,4.62,19015.49,5585.9,55416.45,51714.11,24984.72,5570.32,13045.7,51289.88,55772.13
2025-03-14,North,Mobile,Electronics,Paid Search,84332.4,2154,340,580,5250,340,0,5250,41901.59,57864.46,42430.81,58696.9,1130,85398.09,83981.66,84332.4,8585,8585,218,218,3285.65,248.04,4.15,1.99,21967.12,5773.42,84332.4,77838.57,24981.61,19524.46,5170.96,31830.77,67286.1
2025-03-15,Central,Web,Apparel,Paid Search,91619.83,4563,1916,2131,25748,1916,0,25748,37113.45,38865.99,54506.38,84076.15,2700,92269.88,87813.07,91619.83,3955,4183,242,14,6508.02,47.82,2.34,3.12,21698.79,5308.03,91619.83,68726.52,51058.08,12476.89,15518.67,8678.84,104276.49
2025-03-16,South,Mobile,Apparel,Direct,178011.1,2468,320,893,9347,320,0,9347,46041.46,103676.91,131969.64,108036.2,1376,178855.3,167409.0,178011.1,5768,5976,407,199,9173.72,556.28,6.02,2.47,26323.37,6931.01,178011.1,158168.73,58304.67,833.2,16335.46,41073.66,107884.19
2025-03-17,North,In-Store,Beauty,Email,168724.5,5538,1397,2292,38377,1397,29861,14796,44400.43,91603.06,124324.07,154841.83,4552,172234.74,171211.37,168724.5,3844,4071,283,56,3178.8,120.78,1.61,3.24,22850.19,5887.75,168724.5,121777.12,24271.5,4227.23,22385.25,60406.63,97336.53
2025-03-18,East,Web,Beauty,Paid Search,110704.29,2875,1599,2260,32238,1599,0,32238,44117.04,61711.96,66587.25,74971.98,2747,113924.15,108532.25,110704.29,8642,8796,235,81,5679.56,69.23,4.25,2.79,13489.36,2722.5,110704.29,72399.74,28187.97,18430.11,2368.81,20197.9,71478.48
2025-03-19,North,Web,Sports,Email,20213.08,1722,895,2264,37181,895,0,37181,6450.39,15420.92,13762.69,21482.21,3962,20703.63,19570.78,20213.08,2442,2360,197,279,7440.51,22.58,1.9,1.52,4351.93,2417.45,20213.08,13863.21,22951.85,8846.75,8103.01,51998.62,46346.27
2025-03-20,East,Mobile,Home,Paid Search,124961.62,2295,1390,3555,17539,1390,0,17539,48767.71,53384.49,76193.91,105006.3,4834,128461.45,119006.19,124961.62,7267,7486,497,278,10102.54,89.9,4.95,2.74,16416.16,6076.96,124961.62,106401.91,36940.5,8593.7,10931.89,15629.43,87967.98
2025-03-21,South,In-Store,Home,Direct,53381.02,5554,1964,3793,25410,1964,15869,6113,25708.25,47257.39,27672.77,44139.62,7973,54738.34,53868.17,53381.02,2726,2878,297,145,4798.87,27.18,1.54,3.57,10191.31,4727.46,53381.02,43303.46,28786.77,4837.91,6362.04,58677.54,53228.61
2025-03-22,Central,Mobile,Beauty,Paid Search,44177.33,2591,1738,2966,77606,1738,0,77606,22555.76,38026.95,21621.57,22869.74,6501,45258.1,45021.93,44177.33,5769,5655,212,326,13102.79,25.42,5.74,2.03,19633.06,3794.72,44177.33,36123.02,44000.97,4476.69,14303.1,28965.16,69641.68
2025-03-23,South,In-Store,Electronics,Paid Search,11730.87,2993,464,755,5836,464,2562,1663,3734.94,9375.17,7995.93,9699.16,1193,11805.63,11141.61,11730.87,7405,7142,56,319,9478.36,25.28,2.47,3.43,22307.23,6497.72,11730.87,10404.78,52410.97,6565.11,8180.77,29209.98,70066.6
2025-03-24,West,In-Store,Beauty,Email,105763.77,5075,364,554,4692,364,2226,474,52850.31,84008.29,52913.46,84013.08,818,106254.7,104329.0,105763.77,5543,5502,340,381,12017.62,290.56,7.44,2.97,9507.27,4005.8,105763.77,98226.17,27779.21,14519.53,18096.4,10093.73,85599.06
2025-03-25,West,Web,Home,Social,167188.25,1731,1894,2097,35394,1894,0,35394,44423.25,98511.68,122765.0,101605.54,4191,168038.23,161362.72,167188.25,4492,4249,89,332,5383.46,88.27,6.23,1.15,17532.05,4046.88,167188.25,142908.1,12275.2,9921.18,2425.56,48176.23,55103.6
2025-03-26,West,Web,Home,Direct,81620.75,2868,1801,2501,33259,1801,0,33259,20464.45,70436.53,61156.3,89552.71,3046,81718.72,79800.54,81620.75,3563,3725,432,270,10441.86,45.32,3.82,4.39,20465.61,6571.79,81620.75,76259.89,19430.47,8232.46,3632.4,43567.95,58161.14
2025-03-27,East,Web,Sports,Social,25971.8,3211,971,3068,15676,971,0,15676,10939.84,16679.16,15031.96,18932.04,5842,26188.25,26182.5,25971.8,8468,8386,59,141,9583.02,26.75,6.09,2.71,19584.27,4919.58,25971.8,18446.42,22247.05,17335.51,15735.95,57627.01,60998.12
2025-03-28,South,In-Store,Beauty,Social,45234.26,3929,619,1649,7883,619,4369,1689,13083.05,21643.43,32151.21,39817.41,3487,46429.15,45707.02,45234.26,2611,2906,358,63,5948.85,73.08,3.37,4.73,3458.7,2209.84,45234.26,38219.83,15034.89,9008.6,19050.19,69238.04,55038.9
2025-03-29,South,In-Store,Electronics,Direct,128950.23,5850,1325,4070,34858,1325,31233,13202,38489.66,77221.31,90460.57,105737.2,7550,130852.36,129253.29,128950.23,8343,8340,276,279,3408.14,97.32,7.77,1.82,16372.16,4443.95,128950.23,99172.73,23140.53,10933.11,21499.86,12178.34,87294.66
2025-03-30,Central,In-Store,Beauty,Organic Search,128040.15,3137,1126,2599,26679,1126,15569,8651,54095.21,85561.56,73944.94,110612.19,4034,128134.26,124848.37,128040.15,6221,6099,239,361,7491.61,113.71,3.25,4.1,17122.67,3401.15,128040.15,101094.33,58408.59,17126.32,21735.84,35575.99,130454.41
2025-03-31,South,Web,Apparel,Organic Search,18208.88,5948,656,1296,15237,656,0,15237,5275.52,8184.5,12933.36,13685.06,3072,18609.0,18139.14,18208.88,5328,5311,162,179,8240.04,27.76,7.52,4.79,13152.25,2918.55,18208.88,13209.92,32144.29,1997.52,24219.44,23795.47,62466.77
2025-04-01,West,Web,Apparel,Organic Search,74463.35,1928,1908,3451,28387,1908,0,28387,27884.85,49553.66,46578.5,42211.02,7206,75261.78,71737.86,74463.35,4890,4864,150,176,2937.9,39.03,2.64,2.03,4914.58,2769.02,74463.35,58029.46,38639.23,18659.07,2113.58,57703.88,72075.19
2025-04-02,South,In-Store,Sports,Social,179675.19,5877,149,324,4381,149,2589,1055,47177.13,77576.83,132498.06,108105.68,492,180720.82,179013.32,179675.19,4443,4730,434,147,3577.42,1205.87,2.88,3.57,1606.46,955.72,179675.19,151428.5,45222.71,10811.15,18925.34,21847.01,107390.9
2025-04-03,Central,Web,Apparel,Paid Search,122891.43,3704,129,300,2804,129,0,2804,33163.98,86478.82,89727.45,114591.04,698,126280.64,125223.15,122891.43,5989,5929,89,149,6044.58,952.65,2.49,2.07,6337.36,2073.09,122891.43,85361.08,5725.04,6355.46,2971.46,20687.93,49429.27
2025-04-04,West,Mobile,Beauty,Email,175473.42,5673,138,317,2765,138,0,2765,77514.94,89734.65,97958.48,98053.68,388,177246.31,174812.89,175473.42,8236,8503,300,33,3394.8,1271.55,7.89,1.0,14720.92,5879.2,175473.42,114320.69,52955.21,17132.27,20432.91,68105.71,119936.49
2025-04-05,East,Mobile,Sports,Paid Search,97540.54,4220,151,314,2136,151,0,2136,28878.77,50104.51,68661.77,85883.32,556,98886.12,93235.39,97540.54,5578,5638,255,195,9730.44,645.96,7.71,1.45,10006.9,2815.72,97540.54,73045.79,19701.76,18181.07,14021.66,17855.95,77669.49
2025-04-06,North,Mobile,Sports,Paid Search,143313.75,4121,1703,4363,24912,1703,0,24912,47714.32,98209.44,95599.43,88653.06,8903,144258.69,143924.86,143313.75,5517,5165,35,387,10178.14,84.15,6.2,2.51,13545.25,5170.33,143313.75,109023.97,51125.4,5850.71,13876.14,14116.73,97448.17
2025-04-07,West,In-Store,Apparel,Social,39268.45,4800,955,2368,16315,955,13196,3449,21382.37,26106.28,17886.08,27094.16,5194,39820.65,38229.9,39268.45,4415,4748,418,85,13465.78,41.12,6.85,4.29,14913.24,4723.45,39268.45,31103.2,50978.66,18671.28,23340.57,22605.13,101118.76
2025-04-08,West,Mobile,Electronics,Paid Search,28476.1,5381,2138,6598,98896,2138,0,98896,8413.3,13828.89,20062.8,23618.35,15015,28524.46,27859.11,28476.1,8525,8706,410,229,5770.84,13.32,3.27,4.2,18497.7,4566.15,28476.1,17640.09,53871.46,5611.36,12718.36,35690.95,79286.68
2025-04-09,East,Mobile,Home,Organic Search,80363.71,5146,1365,2401,24549,1365,0,24549,21956.83,65036.07,58406.88,87138.15,4569,82016.37,80986.2,80363.71,8135,8016,127,246,8441.54,58.87,3.79,1.26,7285.83,4205.84,80363.71,64561.06,25327.66,19751.32,19528.43,46885.63,90748.85
2025-04-10,South,Web,Sports,Paid Search,53334.82,5641,2176,4419,67323,2176,0,67323,13699.38,25482.17,39635.44,32244.04,8054,53461.66,50201.76,53334.82,5269,5572,368,65,3935.49,24.51,7.58,4.15,20220.05,5019.7,53334.82,38230.87,9851.87,17569.88,14576.92,17590.55,51671.88
2025-04-11,Central,Mobile,Sports,Direct,153741.54,4670,482,1047,17196,482,0,17196,75721.77,111374.68,78019.77,92903.09,2502,155531.2,152550.29,153741.54,6882,6850,38,70,2135.52,318.97,5.31,1.88,24478.57,6345.02,153741.54,99992.34,35430.36,17869.31,7149.79,64127.92,88320.39
2025-04-12,Central,Mobile,Beauty,Email,166467.08,5220,1073,2788,47364,1073,0,47364,66128.87,104894.37,100338.21,129571.42,6470,170377.1,168537.45,166467.08,3564,3566,193,191,10821.98,155.14,1.59,2.95,4328.97,2270.94,166467.08,109832.15,49296.57,17975.96,7014.47,28020.09,113158.43
2025-04-13,East,Mobile,Apparel,Email,124292.49,5104,214,396,3650,214,0,3650,50641.64,88115.13,73650.85,98721.71,855,126218.69,123299.59,124292.49,4295,4417,154,32,5700.93,580.81,7.88,3.15,2319.99,1285.03,124292.49,77354.92,53827.02,19019.48,16982.22,51496.76,119445.23
2025-04-14,South,In-Store,Home,Organic Search,76902.57,3125,1898,2541,32913,1898,20936,12517,31541.17,33631.33,45361.4,37649.04,5159,78928.97,75458.21,76902.57,5656,5914,295,37,13295.09,40.52,2.42,3.56,12771.07,2769.15,76902.57,53328.35,28449.34,5838.45,11476.32,37327.78,57058.82
2025-04-15,East,In-Store,Electronics,Social,172049.96,5000,168,208,5079,168,2442,994,54297.06,111712.82,117752.9,156555.32,484,173882.64,173116.21,172049.96,4998,4878,251,371,13879.45,1024.11,5.41,3.81,5226.3,1604.77,172049.96,109520.33,26642.65,11191.21,19089.9,52061.56,103890.36
2025-04-16,South,Mobile,Apparel,Email,166543.87,4517,1326,3247,16625,1326,0,16625,52966.05,81194.33,113577.82,99082.59,7503,170223.1,157544.51,166543.87,4842,4794,340,388,4932.91,125.6,3.11,2.73,18070.54,3417.96,166543.87,152992.81,21494.01,15894.18,21470.86,51959.18,88583.83
2025-04-17,West,In-Store,Apparel,Email,101700.33,4422,417,1265,8471,417,7153,3193,44028.9,62275.93,57671.43,66527.61,2071,104593.62,103736.45,101700.33,2630,2562,282,350,2769.58,243.89,5.17,1.29,17881.14,6755.97,101700.33,96559.56,17535.96,15264.16,21268.87,49394.07,74027.27
2025-04-18,West,Mobile,Apparel,Direct,148575.33,3590,913,2334,13299,913,0,13299,49971.9,114101.69,98603.43,89016.14,5259,152406.03,146748.9,148575.33,4364,4388,360,336,14958.43,162.73,7.81,4.08,1506.05,715.04,148575.33,139157.16,39892.82,19384.89,19229.33,43658.55,105211.88
2025-04-19,Central,Web,Electronics,Organic Search,79485.97,3045,1933,3992,34525,1933,0,34525,28874.56,48307.12,50611.41,58122.44,5194,79818.74,75434.76,79485.97,5228,5583,488,133,5251.45,41.12,6.77,4.69,7384.33,1508.2,79485.97,51252.72,42402.72,19576.97,8179.29,44479.75,87595.71
2025-04-20,North,In-Store,Electronics,Social,103241.0,4968,1804,3833,31631,1804,12958,7664,39820.24,45021.69,63420.76,58332.89,6116,105762.93,98319.74,103241.0,4406,4114,33,325,3716.76,57.23,3.09,4.43,2634.7,970.0,103241.0,76234.03,24827.31,17633.64,5222.59,58158.24,65183.41
2025-04-21,North,In-Store,Sports,Social,92214.0,3517,605,1147,25219,605,18932,8199,43388.46,66525.29,48825.54,73965.92,2321,93198.89,91394.06,92214.0,7237,7092,113,258,10751.67,152.42,3.94,4.52,17754.75,6589.2,92214.0,56780.16,16898.25,17166.3,20234.69,58489.91,76489.02
2025-04-22,East,In-Store,Electronics,Email,18929.89,4312,933,2655,13944,933,7845,2601,8613.17,15853.83,10316.72,11549.2,3671,19232.83,18518.82,18929.89,6691,6548,20,163,7829.1,20.29,3.07,1.93,7053.3,2395.18,18929.89,13862.16,45641.54,1673.84,17792.67,26129.46,68572.81
2025-04-23,South,In-Store,Home,Organic Search,52842.87,2437,1955,4309,40734,1955,36430,6684,15335.21,39320.48,37507.66,38693.3,8437,53295.33,50911.16,52842.87,7329,7344,242,227,2779.24,27.03,2.76,3.79,22918.78,6532.93,52842.87,32811.25,44769.77,10718.27,24195.67,13317.99,91291.7
2025-04-24,South,Mobile,Apparel,Email,169390.82,2254,1104,1744,22584,1104,0,22584,63312.5,121225.16,106078.32,165082.35,2126,173448.23,160649.36,169390.82,5736,5772,69,33,9804.38,153.43,4.14,3.1,7405.62,3674.34,169390.82,146750.91,51142.22,8130.92,14602.07,59946.86,123399.91
2025-04-25,South,Web,Sports,Paid Search,167013.61,3502,375,705,10475,375,0,10475,77163.4,83187.47,89850.21,100937.32,894,167991.83,157039.02,167013.61,6114,6174,241,181,14686.89,445.37,5.99,2.34,24010.71,5715.31,167013.61,153724.23,12595.8,5766.13,4198.26,25935.12,52841.39
2025-04-26,South,In-Store,Beauty,Social,14306.93,5435,1370,1723,34961,1370,26335,4981,3986.4,11874.15,10320.53,11760.57,2627,14671.24,14107.05,14306.93,3054,3064,89,79,5251.32,10.44,1.7,2.28,27008.09,7017.96,14306.93,9506.47,14685.54,7448.76,5216.28,9706.94,30878.75
2025-04-27,Central,In-Store,Apparel,Organic Search,52036.47,3201,1336,2056,24490,1336,12623,7163,18685.52,34266.62,33350.95,52170.41,2779,52371.6,49201.05,52036.47,6896,6865,150,181,12737.45,38.95,4.18,2.13,3931.13,1446.8,52036.47,40339.14,21412.06,16083.14,16016.47,34548.2,69162.79
2025-04-28,North,In-Store,Home,Direct,81968.33,5694,871,1447,13456,871,11273,3700,29261.28,50708.29,52707.05,61301.13,2996,83505.49,82616.79,81968.33,3986,3799,161,348,9233.45,94.11,5.64,2.44,24896.98,5163.73,81968.33,59400.32,50916.16,1842.3,17832.23,69831.29,88981.03
2025-04-29,West,Web,Home,Direct,54011.9,2043,1677,5227,39754,1677,0,39754,17493.72,38877.25,36518.18,30984.32,12497,54686.76,50772.18,54011.9,5872,6093,420,199,4458.87,32.21,4.13,3.33,8709.75,3281.53,54011.9,40753.92,59583.62,5415.9,19587.73,34926.74,93882.55
2025-04-30,East,Mobile,Electronics,Email,104525.2,3207,1750,2392,30158,1750,0,30158,50147.19,70629.99,54378.01,58253.37,3647,105433.43,104399.59,104525.2,7792,7990,406,208,8167.03,59.73,5.35,2.19,5555.85,3040.66,104525.2,86163.65,52487.62,13956.84,11622.0,20183.97,95542.47
2025-05-01,Central,In-Store,Home,Email,169712.02,3240,1253,2459,31552,1253,26801,5487,71843.4,102926.84,97868.62,86223.67,5286,170461.04,164535.91,169712.02,6835,7051,347,131,9814.8,135.44,6.39,4.04,11584.37,6404.96,169712.02,107540.32,52324.43,13476.22,13502.14,14293.38,105169.89
2025-05-02,Central,Mobile,Electronics,Social,13027.03,2224,174,373,5354,174,0,5354,3767.93,5594.66,9259.1,12526.7,823,13329.23,13268.43,13027.03,4243,4213,294,324,7218.77,74.87,4.63,3.22,21734.8,5836.84,13027.03,8454.26,45255.35,11476.82,4709.97,68711.15,65200.15
2025-05-03,East,Web,Electronics,Direct,142675.52,3939,1890,3654,47970,1890,0,47970,47566.78,67353.53,95108.74,120076.89,8333,143379.4,141572.22,142675.52,4429,4231,196,394,6973.7,75.49,7.46,1.77,2705.4,1316.64,142675.52,132083.53,52331.6,11772.62,22683.4,8703.59,122810.69
2025-05-04,West,Mobile,Home,Direct,178877.85,2154,529,783,11803,529,0,11803,93609.1,135822.42,85268.75,106903.61,1029,181078.04,180927.01,178877.85,2209,2080,230,359,13501.59,338.14,2.96,2.31,8158.24,5000.62,178877.85,167175.02,10908.99,6998.09,19787.22,9707.47,69765.38
2025-05-05,West,Mobile,Electronics,Direct,133797.64,3729,218,588,8762,218,0,8762,42537.81,71727.27,91259.83,92858.47,1069,136470.45,134649.72,133797.64,7380,7694,429,115,14419.47,613.75,3.28,4.18,12537.56,2610.85,133797.64,105823.68,43024.54,1772.22,3427.76,12411.84,76082.06
2025-05-06,West,Web,Sports,Paid Search,20713.11,1808,1108,3333,43504,1108,0,43504,7666.69,18386.19,13046.42,16473.37,7077,21125.04,19575.37,20713.11,2204,2079,44,169,10358.12,18.69,7.5,4.57,2858.25,789.89,20713.11,18450.78,27947.6,8339.88,4738.61,64790.68,45968.1
2025-05-07,North,Mobile,Apparel,Direct,50389.02,1824,671,910,9485,671,0,9485,15629.25,32801.84,34759.77,48461.18,1481,51225.76,50767.41,50389.02,2490,2444,127,173,4166.0,75.1,4.27,3.78,19842.28,4741.06,50389.02,38798.65,56656.63,11833.57,6724.4,41699.8,89752.95
2025-05-08,North,In-Store,Home,Social,155096.58,2310,433,1195,16060,433,14873,5377,43322.87,114914.56,111773.71,172240.86,2703,159732.54,150831.67,155096.58,5800,6150,362,12,3681.22,358.19,7.56,3.22,14386.77,5414.03,155096.58,99530.27,51221.05,9187.53,16536.02,27661.05,128616.86
2025-05-09,West,Mobile,Apparel,Direct,174797.48,3245,2031,5855,48230,2031,0,48230,63655.88,145098.19,111141.6,105586.5,7572,177703.18,177191.16,174797.48,2307,2461,490,336,8240.78,86.06,5.5,1.44,15696.98,7894.05,174797.48,140215.26,20744.74,4990.07,5490.29,29597.77,62901.05
2025-05-10,North,In-Store,Electronics,Organic Search,45460.74,4248,290,569,4848,290,4748,754,12271.16,30637.53,33189.58,48168.67,932,46822.3,43733.9,45460.74,7373,7259,274,388,5710.49,156.76,1.99,1.56,11112.83,3224.63,45460.74,40144.29,56383.05,9330.89,14484.48,51696.77,94649.02
2025-05-11,East,Mobile,Sports,Email,75153.4,4989,1236,2674,15661,1236,0,15661,32268.26,66930.18,42885.14,35358.82,3577,77386.38,75533.79,75153.4,4791,4791,241,241,6196.22,60.8,5.81,2.61,14956.65,3242.15,75153.4,52884.34,13010.45,19810.46,12309.86,52913.48,55738.42
2025-05-12,West,In-Store,Beauty,Social,138792.52,2591,1561,3045,72424,1561,45603,7416,35637.28,58489.49,103155.24,106791.28,7608,142627.28,132486.27,138792.52,3822,3641,22,203,8374.79,88.91,7.71,2.68,3075.29,1850.24,138792.52,117300.75,29479.38,16160.53,22169.82,8212.68,99847.11
